Aal	'ʔaː.aːl
Aufmerksamkeit ablenken	'ʔaʊf.mɛɐk.zam.kaɪt .a.blɛŋ.kən
Aufmerksamkeit erregen	'ʔaʊf.mɛɐk.zam.kaɪt .ɛ.ʀə.gən
Aufmerksamkeiten	'ʔaʊf.mɛɐk.zam.kaɪ.tən
aufmerksamste	'ʔaʊf.mɛɐk.zaːm.ʃtə
aufmuntern	'ʔaʊf.mʊn.tɐn
Aufmunterung	'ʔaʊf.mʊn.tə.ʀʊŋ
aufmöbeln	'ʔaʊf.møː.bɛln
aufmöbelnd	'ʔaʊf.møː.bɛlnt
Aufnahme	'ʔaʊ.fnaː.mə
Aufnahme phot	'ʔaʊ.fnaː.mɛ p.hoːt
Aufnahmeantrag	'ʔaʊ.fnaː.mə.an.tʀaːk
Aufnahmebedingungen	'ʔaʊ.fnaː.mə.bə.dɪŋ.gʊŋ.gən
aufnahmefähig	'ʔaʊ.fnaː.mə.fə.hɪç
aufnahmefähigere	'ʔaʊ.fnaː.mə.fə.hiː.gə.ʀə
Aufnahmefähigkeit	'ʔaʊ.fnaː.mə.fə.hɪç.kaɪt
Aufnahmefähigkeiten	'ʔaʊ.fnaː.mə.fə.hɪç.kaɪ.tən
aufnahmefähigste	'ʔaʊ.fnaː.mə.fə.hɪç.ʃtə
Aufnahmegebühr	'ʔaʊ.fnaː.mə.gə.byːɐ
Aufnahmegebühren	'ʔaʊ.fnaː.mə.gə.byː.ʀən
Aufnahmegerät	'ʔaʊ.fnaː.mə.gə.ʀeːt
Aufnahmen	'ʔaʊ.fnaː.mən
Aufnahmen machen	'ʔaʊ.fnaː.mɛn .maː.xən
Aufnahmeprüfung	'ʔaʊ.fnaː.mə.pʀʏ.fʊŋ
Aufnahmespule	'ʔaʊ.fnaː.mə.ʃpuː.lə
aufnehen	'ʔaʊ.fneː.ən
aufnehmen	'ʔaʊ.fneː.mən
aufnehmen	'ʔaʊ.fneː.mən
aufnehmen in	'ʔaʊ.fneː.mɛn .iːn
aufnehmend	'ʔaʊ.fneː.mɛnt
aufopfern	'ʔaʊ.fɔ.pfɐn
aufopfernd	'ʔaʊ.fɔ.pfɛɐnt
Aufopferungen	'ʔaʊ.fɔ.pfə.ʀʊŋ.gən
aufpassen	'ʔaʊf.pa.sən
aufpassen auf	'ʔaʊf.pa.sɛn .aʊf
aufpassend	'ʔaʊf.pa.sɛnt
Aufpasser	'ʔaʊf.pa.sɐ
Aufpasserinnen	'ʔaʊf.pa.sə.ʀɪ.nən
aufpicken	'ʔaʊf.pɪ.kən
aufplatzend	'ʔaʊf.plaːt.ʦɛnt
aufpolieren	ʔaʊf.pɔ.'liː.ʀən
aufpolierend	ʔaʊf.pɔ.'liː.ʀɛnt
aufpoliert	'ʔaʊf.poː.liːɐt
Aufprall	'ʔaʊf.pʀal
aufprallen	'ʔaʊf.pʀa.lən
Aufpreis	'ʔaʊf.pʀaɪs
Aufpreise	'ʔaʊf.pʀaɪ.zə
Aufprälle	'ʔaʊf.pʀɛ.lə
aufpulvern	'ʔaʊf.puːl.fɐn
aufpulvernd	'ʔaʊf.puːl.fɛɐnt
aufpumpen	'ʔaʊf.pʊm.pən
Aufputz	'ʔaʊf.puːʦ
aufputzen	'ʔaʊf.puːt.ʦən
aufputzend	'ʔaʊf.puːt.ʦɛnt
aufraffen	'ʔaʊ.fʀaːf.fən
aufraffend	'ʔaʊ.fʀaːf.fɛnt
aufrauhen	'ʔaʊ.fʀaʊ.hən
aufrauhend	'ʔaʊ.fʀaʊ.hɛnt
aufrechnen	'ʔaʊ.fʀə.çnən
aufrechnend	'ʔaʊ.fʀə.çnɛnt
aufrecht	'ʔaʊ.fʀɛçt
aufrechterhalten	'ʔaʊ.fʀeːç.tɐ.hal.tən
aufrechterhaltend	'ʔaʊ.fʀeːç.tɐ.hal.tɛnt
aufregen	'ʔaʊ.fʀə.gən
aufregend	'ʔaʊ.fʀə.gɛnt
aufregendere	'ʔaʊ.fʀə.gən.də.ʀə
aufregendste	'ʔaʊ.fʀə.gɛnt.ʃtə
Aufregung	'ʔaʊ.fʀə.gʊŋ
Aufregungen	'ʔaʊ.fʀə.gʊŋ.gən
Aufreiben	'ʔaʊ.fʀaɪ.bən
aufreibend	'ʔaʊ.fʀaɪ.bɛnt
aufreihen	'ʔaʊ.fʀaɪ.hən
aufreihend	'ʔaʊ.fʀaɪ.hɛnt
aufreizen	'ʔaʊ.fʀaɪ.ʦən
aufreizend	'ʔaʊ.fʀaɪ.ʦɛnt
aufreizende	'ʔaʊ.fʀaɪ.ʦən.də
aufreißen	'ʔaʊ.fʀaɪ.sən
aufreißend	'ʔaʊ.fʀaɪ.sɛnt
aufrichtbar	'ʔaʊ.fʀɪçt.baːɐ
aufrichten	'ʔaʊ.fʀɪç.tən
aufrichtend	'ʔaʊ.fʀɪç.tɛnt
aufrichtig	'ʔaʊ.fʀɪç.tɪç
aufrichtige	'ʔaʊ.fʀɪç.tiː.gə
aufrichtiger	'ʔaʊ.fʀɪç.tiː.gɐ
aufrichtigere	'ʔaʊ.fʀɪç.tiː.gə.ʀə
Aufrichtigkeit	'ʔaʊ.fʀɪç.tɪç.kaɪt
Aufrichtigkeiten	'ʔaʊ.fʀɪç.tɪç.kaɪ.tən
aufrichtigste	'ʔaʊ.fʀɪç.tɪç.ʃtə
Aufrichtung	'ʔaʊ.fʀɪç.tʊŋ
Aufrichtungen	'ʔaʊ.fʀɪç.tʊŋ.gən
Aufriss	'ʔaʊ.fʀɪs
aufrollbar	'ʔaʊ.fʀɔl.baːɐ
aufrollen	'ʔaʊ.fʀɔ.lən
aufrollend	'ʔaʊ.fʀɔ.lɛnt
Aufruf	'ʔaʊ.fʀuːf
Aufrufadresse	'ʔaʊ.fʀuː.fa.dʀɛ.sə
aufrufbar	'ʔaʊ.fʀuːf.baːɐ
Aufrufbefehl	'ʔaʊ.fʀuːf.bə.feːl
Aufrufe	'ʔaʊ.fʀuː.fə
aufrufen	'ʔaʊ.fʀuː.fən
Aufrufprogramm	'ʔaʊ.fʀuːf.pʀɔ.gʀam
Aufruhr	'ʔaʊ.fʀuːɐ
aufrunden auf	'ʔaʊ.fʀʊn.dɛn .aʊf
aufrundend	'ʔaʊ.fʀʊn.dɛnt
aufräumen	'ʔaʊ.fʀə.uː.mən
aufräumend	'ʔaʊ.fʀə.uː.mɛnt
aufrücken	'ʔaʊ.fʀʏ.kən
aufrückend	'ʔaʊ.fʀʏ.kɛnt
aufrühren	'ʔaʊ.fʀyː.ʀən
Aufrührer	'ʔaʊ.fʀyː.ʀɐ
aufrührerisch	'ʔaʊ.fʀyː.ʀə.ʀiːʃ
aufrührerische	'ʔaʊ.fʀyː.ʀə.ʀiː.ʃə
aufrührerisches Wesen	'ʔaʊ.fʀyː.ʀə.ʀiː.ʃɛs .və.zən
aufrüsten	'ʔaʊ.fʀʏ.ʃtən
aufrüstend	'ʔaʊ.fʀʏ.ʃtɛnt
Aufrüstung	'ʔaʊ.fʀʏ.ʃtʊŋ
aufrütteln	'ʔaʊ.fʀʏ.tɛln
aufrüttelnd	'ʔaʊ.fʀʏ.tɛlnt
Aufrüttelung	'ʔaʊ.fʀʏ.tə.lʊŋ
aufs falsche Pferd setzen	'ʔaʊfs .faːl.ʃeː .pfɛɐt .zeːt.ʦən
aufs Ganze gehen	'ʔaʊfs .gan.ʦeː .geː.ən
aufs neue	'ʔaʊfs .nɔɪ.ə
aufsagend	'ʔaʊf.zaː.gɛnt
aufsammeln	'ʔaʊf.za.mɛln
Aufsatz	'ʔaʊf.zaːʦ
aufsaugen	'ʔaʊf.zaʊ.gən
aufsaugend	'ʔaʊf.zaʊ.gɛnt
aufsaugende	'ʔaʊf.zaʊ.gən.də
Aufsaugfähigkeiten	'ʔaʊf.zaʊk.fə.hɪç.kaɪ.tən
Aufsaugung	'ʔaʊf.zaʊ.gʊŋ
aufschauen	'ʔaʊf.ʃaʊ.ən
aufschauend	'ʔaʊf.ʃaʊ.ɛnt
aufscheuchend	'ʔaʊf.ʃɔɪ.xɛnt
aufschichten	'ʔaʊf.ʃɪç.tən
aufschiebbar	'ʔaʊf.ʃiː.baːɐ
aufschieben	'ʔaʊf.ʃiː.bən
aufschiebend	'ʔaʊf.ʃiː.bɛnt
aufschießend	'ʔaʊf.ʃiː.sɛnt
Aufschlag	'ʔaʊf.ʃlaːk
aufschlagen	'ʔaʊf.ʃlaː.gən
aufschlagend	'ʔaʊf.ʃlaː.gɛnt
aufschlagende	'ʔaʊf.ʃlaː.gən.də
aufschließen	'ʔaʊf.ʃliː.sən
aufschließend	'ʔaʊf.ʃliː.sɛnt
aufschlussreich	'ʔaʊf.ʃlʊ.sʀaɪç
aufschlussreiche	'ʔaʊf.ʃlʊ.sʀaɪ.çə
aufschlussreichere	'ʔaʊf.ʃlʊ.sʀaɪ.çə.ʀə
aufschlussreichste	'ʔaʊf.ʃlʊ.sʀaɪç.ʃtə
Aufschläge	'ʔaʊf.ʃlə.gə
Aufschlüsselung	'ʔaʊf.ʃlʏ.sə.lʊŋ
aufschmelzen	'ʔaʊf.ʃməl.ʦən
aufschnappen	'ʔaʊf.ʃna.pən
aufschneiden	'ʔaʊf.ʃnaɪ.dən
aufschneidend	'ʔaʊf.ʃnaɪ.dɛnt
Aufschneider	'ʔaʊf.ʃnaɪ.dɐ
Aufschneiderei	'ʔaʊf.ʃnaɪ.də.ʀaɪ
Aufschnitt	'ʔaʊf.ʃnɪt
Aufschnitte	'ʔaʊf.ʃnɪ.tə
aufschnüren	'ʔaʊf.ʃnyː.ʀən
aufschnürend	'ʔaʊf.ʃnyː.ʀɛnt
aufschrauben	'ʔaʊf.ʃʀaʊ.bən
aufschraubend	'ʔaʊf.ʃʀaʊ.bɛnt
aufschrecken	'ʔaʊf.ʃʀɛ.kən
aufschreckend	'ʔaʊf.ʃʀɛ.kɛnt
aufschreckende	'ʔaʊf.ʃʀɛ.kən.də
Aufschrei	'ʔaʊf.ʃʀaɪ
aufschreiben	'ʔaʊf.ʃʀaɪ.bən
Aufschreie	'ʔaʊf.ʃʀaɪ.ə
aufschreiend	'ʔaʊf.ʃʀaɪ.ɛnt
Aufschrift	'ʔaʊf.ʃʀɪft
Aufschriften	'ʔaʊf.ʃʀiːf.tən
Aufschub	'ʔaʊf.ʃuːp
Aufschwung	'ʔaʊf.ʃvʊŋ
Aufschwünge	'ʔaʊf.ʃvʏŋ.gə
Aufschübe	'ʔaʊf.ʃyː.bə
aufsehen	'ʔaʊf.zeː.ən
aufsehen	'ʔaʊf.zeː.ən
aufsehenerregend	'ʔaʊf.zeː.ə.nɛ.ʀə.gɛnt
aufsehenerregendere	'ʔaʊf.zeː.ə.nɛ.ʀə.gən.də.ʀə
aufsehenerregendste	'ʔaʊf.zeː.ə.nɛ.ʀə.gɛnt.ʃtə
Aufseher	'ʔaʊf.zeː.ɐ
Aufseherinnen	'ʔaʊf.zeː.ə.ʀɪ.nən
Aufsicht	'ʔaʊf.zɪçt
Aufsicht Polizei	'ʔaʊf.zɪçt  .pɔ.lɪ.ʦaɪ
Aufsichtsbehörde	'ʔaʊf.zɪçt.sbeː.œɐ.də
Aufsichtsführende	'ʔaʊf.zɪçt.sfyː.ʀən.də
Aufsichtspersonal	'ʔaʊf.zɪçt.ʃpɐ.zoː.naːl
Aufsichtspersonal im Gefängnis	'ʔaʊf.zɪçt.ʃpɐ.zoː.nal  .ɪm .gə.fən.gniːs
Aufsichtspflicht	'ʔaʊf.zɪçt.ʃpflɪçt
Aufsichtsrat	'ʔaʊf.zɪçt.sʀaːt
Aufsichtsräte	'ʔaʊf.zɪçt.sʀə.tə
aufspalten	'ʔaʊf.ʃpal.tən
aufspannen	'ʔaʊf.ʃpa.nən
aufspannend	'ʔaʊf.ʃpa.nɛnt
Aufspannflansch	'ʔaʊf.ʃpan.flanʃ
Aufspannfläche	'ʔaʊf.ʃpan.flə.çə
Aufspannplatte	'ʔaʊf.ʃpan.pla.tə
Aufspannung	'ʔaʊf.ʃpa.nʊŋ
Aufspannvorrichtung	'ʔaʊf.ʃpan.fɔ.ʀɪç.tʊŋ
aufsparend	'ʔaʊf.ʃpaː.ʀɛnt
aufspeichern	'ʔaʊf.ʃpaɪ.çɐn
aufspeichernd	'ʔaʊf.ʃpaɪ.çɛɐnt
aufspießen	'ʔaʊf.ʃpiː.sən
aufspießend	'ʔaʊf.ʃpiː.sɛnt
aufsprengen	'ʔaʊf.ʃpʀɛŋ.gən
aufspringen	'ʔaʊf.ʃpʀɪŋ.gən
aufspringen Deckel	'ʔaʊf.ʃpʀɪŋ.gɛn .dɛ.kəl
aufspringend	'ʔaʊf.ʃpʀɪŋ.gɛnt
aufspulen	'ʔaʊf.ʃpuː.lən
aufspüren	'ʔaʊf.ʃpyː.ʀən
aufspürend	'ʔaʊf.ʃpyː.ʀɛnt
Aufspürer	'ʔaʊf.ʃpyː.ʀɐ
aufstacheln	'ʔaʊf.ʃtaː.xɛln
aufstachelnd	'ʔaʊf.ʃtaː.xɛlnt
Aufstand	'ʔaʊf.ʃtant
Aufstands	'ʔaʊf.ʃtants
aufstapeln	'ʔaʊf.ʃtaː.pɛln
aufstapeln	'ʔaʊf.ʃtaː.pɛln
aufstapelnd	'ʔaʊf.ʃtaː.pɛlnt
aufsteckend	'ʔaʊf.ʃtɛ.kɛnt
aufstehen	'ʔaʊf.ʃteː.ən
aufstehend	'ʔaʊf.ʃteː.ɛnt
aufsteigen	'ʔaʊf.ʃtaɪ.gən
aufsteigen	'ʔaʊf.ʃtaɪ.gən
aufsteigend	'ʔaʊf.ʃtaɪ.gɛnt
aufsteigende	'ʔaʊf.ʃtaɪ.gən.də
aufsteigende Reihenfolge	'ʔaʊf.ʃtaɪ.gɛn.deː .ʀaɪ.hən.fɔl.gə
aufsteigenden	'ʔaʊf.ʃtaɪ.gɛn.dən
aufsteigender Ordnungsbegriff	'ʔaʊf.ʃtaɪ.gən.dɛɐ .ɔɐ.dnʊnks.bə.gʀɪff
aufstellen	'ʔaʊf.ʃtɛ.lən
aufstellen	'ʔaʊf.ʃtɛ.lən
aufstellend	'ʔaʊf.ʃtɛ.lɛnt
Aufstellung	'ʔaʊf.ʃtɛ.lʊŋ
Aufstellung einer Bilanz	'ʔaʊf.ʃtɛ.lʊnk  .aɪ.nɛɐ .biː.lanʦ
Aufstellung Kandidaten	'ʔaʊf.ʃtɛ.lʊnk  .kan.diː.daː.tən
Aufstellung Liste	'ʔaʊf.ʃtɛ.lʊnk  .lɪ.ʃtə
Aufstellung Mannschaft	'ʔaʊf.ʃtɛ.lʊnk  .man.ʃaft
Aufstellungsort	'ʔaʊf.ʃtɛ.lʊnks.ɔɐt
Aufstieg	'ʔaʊf.ʃtiːk
Aufstiege	'ʔaʊf.ʃtiː.gə
Aufstiegschancen	'ʔaʊf.ʃtiːk.ʃanc.ən
Aufstiegsspiel	'ʔaʊf.ʃtiːk.spiːl
aufstocken	'ʔaʊf.ʃtɔ.kən
aufstoßen	'ʔaʊf.ʃtoː.sən
aufstoßend	'ʔaʊf.ʃtoː.sɛnt
aufstreben	'ʔaʊf.ʃtʀə.bən
aufstrebend	'ʔaʊf.ʃtʀə.bɛnt
aufstreichen	'ʔaʊf.ʃtʀaɪ.çən
aufstreichend	'ʔaʊf.ʃtʀaɪ.çɛnt
Aufstrich Brot	'ʔaʊf.ʃtʀɪç  .bʀoːt
Aufstände	'ʔaʊf.ʃtən.də
Aufständen	'ʔaʊf.ʃtɛn.dən
aufständisch	'ʔaʊf.ʃtən.diːʃ
aufstöbern	'ʔaʊf.ʃtøː.bɐn
aufstöbernd	'ʔaʊf.ʃtøː.bɛɐnt
aufsuchend	'ʔaʊf.zuː.xɛnt
aufsässig	'ʔaʊf.zɛ.sɪç
aufsässige	'ʔaʊf.zɛ.siː.gə
aufsässigere	'ʔaʊf.zɛ.siː.gə.ʀə
Aufsässigkeit	'ʔaʊf.zɛ.sɪç.kaɪt
aufsässigste	'ʔaʊf.zɛ.sɪç.ʃtə
Auftakt	'ʔaʊf.takt
auftanken	'ʔaʊf.taŋ.kən
auftankend	'ʔaʊf.taŋ.kɛnt
auftauchen	'ʔaʊf.taʊ.xən
auftauchen	'ʔaʊf.taʊ.xən
auftauchend	'ʔaʊf.taʊ.xɛnt
auftauen	'ʔaʊf.taʊ.ən
auftauend	'ʔaʊf.taʊ.ɛnt
Aufteil	'ʔaʊf.taɪl
aufteilbar	'ʔaʊf.taɪl.baːɐ
aufteilen	'ʔaʊf.taɪ.lən
aufteilen in	'ʔaʊf.taɪ.lɛn .iːn
aufteilend	'ʔaʊf.taɪ.lɛnt
Aufteilung	'ʔaʊf.taɪ.lʊŋ
Aufteilung einer Stichprobe	'ʔaʊf.taɪ.lʊnk  .aɪ.nɛɐ .ʃtɪç.pʀoː.bə
auftischen	'ʔaʊf.tiː.ʃən
auftischend	'ʔaʊf.tiː.ʃɛnt
Auftrag	'ʔaʊf.tʀaːk
Auftrag	'ʔaʊf.tʀaːk
Auftrag annehmen	'ʔaʊf.tʀak .a.neː.mən
Auftrag ausführen	'ʔaʊf.tʀak .aʊ.sfyː.ʀən
Auftrag erteilen	'ʔaʊf.tʀak .ɐ.taɪ.lən
Auftrag vergeben	'ʔaʊf.tʀak .fɐ.gə.bən
auftragen	'ʔaʊf.tʀaː.gən
Auftraggeber	'ʔaʊf.tʀa.gə.bɐ
Auftragsabrechnung	'ʔaʊf.tʀaːk.za.bʀə.çnʊŋ
Auftragsabwicklung	'ʔaʊf.tʀaːk.zaːp.vɪ.klʊŋ
Auftragsbearbeitung	'ʔaʊf.tʀaːk.sbə.aɐ.baɪ.tʊŋ
Auftragsbestand	'ʔaʊf.tʀaːk.sbə.ʃtant
Auftragsbestätigung	'ʔaʊf.tʀaːk.sbə.ʃtə.tiː.gʊŋ
auftragsbezogen	'ʔaʊf.tʀaːk.sbə.ʦoː.gən
Auftragsbuch	'ʔaʊf.tʀaːk.sbuːx
Auftragserteilung	'ʔaʊf.tʀaːk.zɐ.taɪ.lʊŋ
Auftragsformular	'ʔaʊf.tʀaːk.sfoːɐ.muː.laːɐ
auftragsgebundenes Material	'ʔaʊf.tʀaːk.sgə.bʊn.də.nɛs .maː.tə.ʀiː.aːl
auftragsgemäß	'ʔaʊf.tʀaːk.sgə.meːs
Auftragskontrolle	'ʔaʊf.tʀaːk.skɔn.tʀɔ.lə
Auftragslötung	'ʔaʊf.tʀaːk.slœ.tʊŋ
Auftragsnummer	'ʔaʊf.tʀaːk.snʊ.mɐ
Auftragsrückstand	'ʔaʊf.tʀaːk.sʀʏk.ʃtant
Auftragssteuersprache	'ʔaʊf.tʀaːk.stɔɪ.ɐ.ʃpʀaː.xə
Auftragssteuerung	'ʔaʊf.tʀaːk.stɔɪ.ə.ʀʊŋ
Auftragsvergabe	'ʔaʊf.tʀaːk.sfɐ.gaː.bə
Auftragsvolumen	'ʔaʊf.tʀaːk.sfoː.luː.mən
Auftragsüberhang	'ʔaʊf.tʀaːk.zyː.bɐ.haŋ
auftreffen auf	'ʔaʊf.tʀeːf.fɛn .aʊf
auftrennen	'ʔaʊf.tʀɛ.nən
auftrennend	'ʔaʊf.tʀɛ.nɛnt
auftreten	'ʔaʊf.tʀə.tən
Auftrieb	'ʔaʊf.tʀiːp
Auftriebe	'ʔaʊf.tʀiː.bə
Aufträge	'ʔaʊf.tʀə.gə
Aufträge hereinholen	'ʔaʊf.tʀə.geː .hə.ʀaɪn.hoː.lən
aufwachen	'ʔaʊf.vaː.xən
aufwachend	'ʔaʊf.vaː.xɛnt
aufwachsen	'ʔaʊf.vaːx.zən
Aufwachsen einer Halbleiterschicht	'ʔaʊf.vaːx.zɛn .aɪ.nɛɐ .hal.blaɪ.tɐ.ʃɪçt
aufwachsend	'ʔaʊf.vaːx.zɛnt
Aufwallung	'ʔaʊf.va.lʊŋ
Aufwallungen	'ʔaʊf.va.lʊŋ.gən
Aufwand	'ʔaʊf.vant
Aufwand an	'ʔaʊf.vant  .aːn
Aufwands	'ʔaʊf.vants
Aufwandsentschädigung	'ʔaʊf.vant.zɛnt.ʃə.diː.gʊŋ
Aufwandskonto	'ʔaʊf.vant.skɔn.toː
Aufwartefrau	'ʔaʊf.vaɐ.tə.fʀaʊ
Aufwartefrauen	'ʔaʊf.vaɐ.tə.fʀaʊ.ən
aufwarten	'ʔaʊf.vaɐ.tən
aufwartend	'ʔaʊf.vaɐ.tɛnt
Aufwartungen	'ʔaʊf.vaɐ.tʊŋ.gən
Aufwaschwasser	'ʔaʊf.va.ʃva.sɐ
aufwecken	'ʔaʊf.vɛ.kən
aufweckend	'ʔaʊf.vɛ.kɛnt
aufweichen	'ʔaʊf.vaɪ.çən
aufweichend	'ʔaʊf.vaɪ.çɛnt
Aufweichung	'ʔaʊf.vaɪ.çʊŋ
aufweisend	'ʔaʊf.vaɪ.zɛnt
aufweiten	'ʔaʊf.vaɪ.tən
Aufweitepresse	'ʔaʊf.vaɪ.tə.pʀɛ.sə
aufwendbar	'ʔaʊf.vɛnt.baːɐ
aufwenden	'ʔaʊf.vɛn.dən
aufwendend	'ʔaʊf.vən.dɛnt
aufwendig	'ʔaʊf.vən.dɪç
aufwendigere	'ʔaʊf.vən.diː.gə.ʀə
aufwendigste	'ʔaʊf.vən.dɪç.ʃtə
Aufwendung	'ʔaʊf.vən.dʊŋ
Aufwendungen	'ʔaʊf.vɛn.dʊŋ.gən
aufwerfen	'ʔaʊf.vɐ.fən
aufwerfend	'ʔaʊf.vɐ.fɛnt
aufwerten	'ʔaʊf.vɐ.tən
aufwertend	'ʔaʊf.vɐ.tɛnt
Aufwertung	'ʔaʊf.vɐ.tʊŋ
Aufwertungen	'ʔaʊf.vɐ.tʊŋ.gən
Aufwickel	'ʔaʊf.vɪ.kəl
aufwickeln	'ʔaʊf.vɪ.kɛln
aufwickelnd	'ʔaʊf.vɪ.kɛlnt
Aufwickelspule	'ʔaʊf.vɪ.kəl.ʃpuː.lə
Aufwiegelung	'ʔaʊf.viː.gə.lʊŋ
aufwiegend	'ʔaʊf.viː.gɛnt
Aufwind	'ʔaʊf.vɪnt
Aufwinde	'ʔaʊf.vɪn.də
aufwinden	'ʔaʊf.vɪn.dən
aufwirbeln	'ʔaʊf.vɪɐ.bɛln
aufwirbelnd	'ʔaʊf.vɪɐ.bɛlnt
aufwischen	'ʔaʊf.viː.ʃən
aufwischend	'ʔaʊf.viː.ʃɛnt
aufwärmen	'ʔaʊf.vɐ.mən
aufwärmend	'ʔaʊf.vɐ.mɛnt
Aufwärmzeit	'ʔaʊf.vɛɐm.ʦaɪt
Aufwärter	'ʔaʊf.vɐ.tɐ
Aufwärterin	'ʔaʊf.vɐ.tə.ʀiːn
aufwärts	'ʔaʊf.vɛɐʦ
aufwärts gerichtet	'ʔaʊf.vɛɐʦ .gə.ʀɪç.teːt
Aufwärtsentwicklung	'ʔaʊf.vɛɐt.zɛnt.vɪ.klʊŋ
Aufwärtshaken	'ʔaʊf.vɛɐʦ.haː.kən
aufwärtskompatibel	'ʔaʊf.vɛɐt.skɔm.paː.tiː.bəl
Aufwärtstrend	'ʔaʊf.vɛɐt.ʃtʀɛnt
aufwühlen	'ʔaʊf.vyː.lən
aufzehren	'ʔaʊf.ʦeː.ʀən
aufzehren Ersparnisse	'ʔaʊf.ʦeː.ʀɛn .ɐ.ʃpa.ʀnɪ.sə
aufzeichenbar	'ʔaʊf.ʦaɪ.çən.baːɐ
aufzeichnen	'ʔaʊf.ʦaɪ.çnən
aufzeichnend	'ʔaʊf.ʦaɪ.çnɛnt
Aufzeichnung	'ʔaʊf.ʦaɪ.çnʊŋ
Aufzeichnung mit doppelter Dichte	'ʔaʊf.ʦaɪ.çnʊnk  .mɪt .dɔ.pəl.tɛɐ .dɪç.tə
Aufzeichnungen	'ʔaʊf.ʦaɪ.çnʊŋ.gən
Aufzeichnungsgerät für Gespräche	'ʔaʊf.ʦaɪ.çnʊnks.gə.ʀɛt  .fʏɐ .gə.ʃpʀə.çə
aufzeigend	'ʔaʊf.ʦaɪ.gɛnt
aufziehen	'ʔaʊf.ʦiː.ən
aufziehen Uhr	'ʔaʊf.ʦiː.ɛn .uːɐ
aufziehend	'ʔaʊf.ʦiː.ɛnt
Aufziehfenster	'ʔaʊf.ʦiː.fən.ʃtɐ
aufzinsen	'ʔaʊf.ʦiːn.zən
Aufzinsungsfaktor	'ʔaʊf.ʦiːn.zʊnks.faːk.toːɐ
Aufzucht	'ʔaʊf.ʦʊxt
Aufzug	'ʔaʊf.ʦuːk
aufzwingend	'ʔaʊf.ʦvɪŋ.gɛnt
aufzählen	'ʔaʊf.ʦə.lən
aufzählend	'ʔaʊf.ʦə.lɛnt
aufzählende	'ʔaʊf.ʦə.lən.də
Aufzählung	'ʔaʊf.ʦə.lʊŋ
Aufzählungen	'ʔaʊf.ʦə.lʊŋ.gən
Aufzüchte	'ʔaʊf.ʦyːç.tə
Aufzüge	'ʔaʊf.ʦyː.gə
aufüllend	'ʔaʊ.fʏ.lɛnt
Augapfel	'ʔaʊ.ga.pfəl
Auge	'ʔaʊ.gə
Augen	'ʔaʊ.gən
Augen	'ʔaʊ.gən
Augenabstand vom Bildschirm	'ʔaʊ.gə.naːp.ʃtant .fɔm .bɪlt.ʃɪɐm
Augenarzt	'ʔaʊ.gə.naɐʦt
Augenblick	'ʔaʊ.gən.blɪk
Augenblicke	'ʔaʊ.gən.blɪ.kə
augenblicklich	'ʔaʊ.gən.blɪ.klɪç
augenblicklich vorrübergehend	'ʔaʊ.gən.blɪ.klɪç .fɔ.ʀyː.bɐ.geː.ɛnt
Augenbraue	'ʔaʊ.gən.bʀaʊ.ə
Augenbrauen	'ʔaʊ.gɛn.bʀaʊ.ən
Augenbrauenstift	'ʔaʊ.gɛn.bʀaʊ.ən.ʃtɪft
Augenentzündung	'ʔaʊ.gə.nɛnt.ʦʏn.dʊŋ
Augenfarbe	'ʔaʊ.gən.faɐ.bə
augenfällige	'ʔaʊ.gən.fɛ.liː.gə
Augenfältchen	'ʔaʊ.gɛn.fɛlt.çən
Augenglas	'ʔaʊ.gən.glaːs
Augenheilkunde	'ʔaʊ.gən.haɪl.kʊn.də
Augenhöhle	'ʔaʊ.gən.høː.lə
Augeninnendruck	'ʔaʊ.gə.nɪ.nən.dʀʊk
Augenklappe	'ʔaʊ.gən.kla.pə
Augenklinik	'ʔaʊ.gən.kliː.niːk
Augenlicht	'ʔaʊ.gə.nlɪçt
Augenlid	'ʔaʊ.gə.nliːt
Augenlider	'ʔaʊ.gə.nliː.dɐ
Augenmuskel	'ʔaʊ.gən.mʊ.skəl
Augennerv	'ʔaʊ.gɛ.nɛɐf
Augenschmerzen	'ʔaʊ.gɛn.ʃmɐ.ʦən
Augenspiegel	'ʔaʊ.gən.ʃpiː.gəl
Augentropfen	'ʔaʊ.gɛn.tʀɔ.pfən
Augentrost	'ʔaʊ.gən.tʀɔst
Augenwasser	'ʔaʊ.gən.va.sɐ
Augenweide	'ʔaʊ.gən.vaɪ.də
Augenwimper	'ʔaʊ.gən.vɪm.pɐ
Augenwimpern	'ʔaʊ.gən.vɪm.pɐn
Augenwischerei	'ʔaʊ.gən.viː.ʃə.ʀaɪ
Augenzeuge	'ʔaʊ.gən.ʦɔɪ.gə
Augenzeugen	'ʔaʊ.gɛn.ʦɔɪ.gən
Augenzeugenbericht	'ʔaʊ.gɛn.ʦɔɪ.gən.bə.ʀɪçt
August	'ʔaʊ.gʊst
Augustinermönch	'ʔaʊ.gʊ.ʃtiː.nɐ.mœnç
Augäpfel	'ʔaʊ.gə.pfəl
Auktion	ʔaʊk.'ʦjoːn
Auktionator	'ʔaʊk.ʦjoː.naː.toːɐ
Auktionen	'ʔaʊk.ʦjoː.nən
